,Марка,YearMonth,Страховая сумма,Количество дней от события до урегулирования,Оценка убытка
7469,Киа,202302,1838484.3712862062,10.0,136215
7470,Жигули,202401,272200.4576662888,17.0,134789
7471,Мерседес-Бенц,202406,5451479.008705481,38.0,221749
7472,Мерседес-Бенц,202401,4215706.783748458,7.0,213279
7473,Lada,202301,749381.7937833278,1.0,133048
7474,Жигули,202409,417466.6619758211,16.0,100432
7475,Киа,202405,2010913.0290389215,26.0,147167
7476,Мерседес-Бенц,202405,6229393.273794367,12.0,229436
7477,Лада Самара,202410,563171.9252409384,15.0,127303
7478,Мерседес-Бенц,202401,7705668.415381932,39.0,255417
7479,Lada,202408,684171.5286808138,21.0,147136
7480,Жигули,202404,565802.1111675476,6.0,131944
7481,Лада Самара,202311,407717.42944160313,1.0,132100
7482,Мерседес-Бенц,202406,5402400.740171379,15.0,226124
7483,Мерседес-Бенц,202407,6571551.635213362,10.0,195791
7484,Lada,202405,854396.3352514872,13.0,156275
7485,Жигули,202302,422355.74523526104,10.0,106015
7486,Лада Самара,202501,460919.7598685968,2.0,115412
7487,Лада Самара,202408,399028.61034502165,87.0,133945
7488,Лада Самара,202408,466639.84646397235,20.0,119876
7489,Lada,202309,954401.9264612572,46.0,121352
7490,Жигули,202306,633098.8701771079,18.0,125908
7491,Жигули,202308,427085.28061823995,11.0,113908
7492,Жигули,202406,207352.86228698576,14.0,125850
7493,Lada,202411,776801.9943921438,13.0,164895
7494,Киа,202401,2559861.1214248533,2.0,135925
7495,Киа,202310,1772357.7170782217,14.0,171535
7496,Киа,202406,2014739.7564537036,11.0,148083
7497,Киа,202409,2371251.0642856816,5.0,153124
7498,Lada,202307,1053633.5765966636,13.0,155258
7499,Lada,202501,1386073.9534199866,34.0,170112
7500,Жигули,202404,518685.78393687005,27.0,127494
7501,Lada,202405,854686.970829398,,137500
7502,Жигули,202307,271983.65689703694,27.0,129063
7503,Жигули,202403,549637.7653151163,19.0,142972
7504,Лада Самара,202412,538067.455447299,-100.0,143414
7505,Киа,202312,2070685.4943370644,5.0,157656
7506,Lada,202401,830335.5398720889,0.0,117538
7507,Lada,202306,581049.1035963371,30.0,138285
7508,Жигули,202411,329546.0702680089,8.0,114782
7509,Lada,202406,660056.8918591256,2.0,119158
7510,Lada,202402,1074655.727712033,45.0,134742
7511,Жигули,202312,512339.59729448165,21.0,112089
7512,Киа,202308,2347493.4233637825,30.0,127317
7513,Киа,202305,2341681.478178885,38.0,143012
7514,Lada,202304,760033.0159095421,31.0,144329
7515,Lada,202501,696810.280967171,35.0,129901
7516,Лада Самара,202401,585762.4643882392,5.0,125398
7517,Лада Самара,202301,409830.1141640065,12.0,130111
7518,Жигули,202308,475514.5165588903,0.0,101541
7519,Мерседес-Бенц,202405,8529492.10444846,98.0,190905
7520,Мерседес-Бенц,202410,6615891.914794365,12.0,200346
7521,Киа,202405,1714031.9675807469,98.0,158131
7522,Жигули,202407,258652.71915533597,16.0,99435
7523,Киа,202402,1502633.0777529955,16.0,141243
7524,Киа,202412,1967136.2260251292,,130020
7525,Киа,202402,2137081.023728452,0.0,139664
7526,Киа,202406,1810024.7449244456,21.0,174941
7527,Лада Самара,202302,324853.93908747635,14.0,125224
7528,Жигули,202412,506863.8555766023,8.0,114254
7529,Киа,202310,2292133.896261763,1.0,154414
7530,Lada,202301,899905.4002534694,10.0,150251
7531,Лада Самара,202310,327845.01732067467,0.0,122003
7532,Lada,202307,839623.2636760023,5.0,149907
7533,Лада Самара,202309,536976.7187375276,0.0,106482
7534,Киа,202302,3548433.4551571705,42.0,182213
7535,Lada,202302,788510.8837542457,6.0,141761
7536,Лада Самара,202501,457245.8539353896,9.0,117829
7537,Мерседес-Бенц,202309,6998970.900169948,9.0,177844
7538,Лада Самара,202308,491545.63156582654,-100.0,118307
7539,Мерседес-Бенц,202409,6117761.561131235,4.0,207705
7540,Киа,202301,3374247.2708760276,4.0,172915
7541,Лада Самара,202409,507511.66229369014,13.0,130849
7542,Жигули,202410,312684.6068766419,17.0,123592
7543,Lada,202311,1251817.280124321,36.0,155896
7544,Киа,202312,2723653.886498951,31.0,145631
7545,Lada,202305,1083340.8636981777,17.0,143388
7546,Лада Самара,202309,462865.6668548269,44.0,144383
7547,Lada,202405,778116.8063652505,9.0,125282
7548,Мерседес-Бенц,202407,4118085.35965496,9.0,234107
7549,Киа,202310,1723809.7047002304,60.0,144231
7550,Лада Самара,202311,532052.573982155,32.0,140441
7551,Лада Самара,202310,428784.93880351755,37.0,137851
7552,Lada,202410,1162648.8587165363,21.0,120519
7553,Мерседес-Бенц,202501,6189721.691667528,14.0,177931
7554,Lada,202309,812507.5555703739,62.0,177547
7555,Киа,202302,2567692.553237209,15.0,158158
7556,Киа,202311,3138842.303584398,12.0,178044
7557,Киа,202401,2088082.7770914983,37.0,165535
7558,Lada,202302,966823.7505393942,17.0,139406
7559,Мерседес-Бенц,202404,6683345.957213804,2.0,208002
7560,Лада Самара,202501,485965.3061666646,1.0,150552
7561,Мерседес-Бенц,202407,4983994.824573733,22.0,207564
7562,Lada,202401,832348.4009167837,6.0,129275
7563,Мерседес-Бенц,202412,8714898.004428156,44.0,228985
7564,Киа,202501,1928123.8924527336,12.0,131868
7565,Lada,202403,741723.4427563193,15.0,141857
7566,Киа,202312,2585482.0692295074,20.0,169287
7567,Lada,202412,941773.8339353665,17.0,120336
7568,Мерседес-Бенц,202404,6246644.683926782,29.0,233921
7569,Киа,202402,1219089.491058831,3.0,124289
7570,Мерседес-Бенц,202312,3218475.673379315,39.0,184440
7571,Жигули,202303,393894.3806506687,77.0,127624
7572,Жигули,202303,398015.896881532,42.0,156635
7573,Лада Самара,202408,363367.0465176854,24.0,116958
7574,Lada,202302,964291.2196322838,10.0,135907
7575,Мерседес-Бенц,202303,6778121.132287942,27.0,192152
7576,Жигули,202303,385466.7808862737,5.0,126327
7577,Мерседес-Бенц,202304,8464833.380195182,1.0,211714
7578,Киа,202411,1585241.9273529057,36.0,136629
7579,Лада Самара,202404,343103.06533701863,37.0,140752
7580,Лада Самара,202405,356874.0836135439,69.0,148374
7581,Лада Самара,202311,292931.9291035899,,163950
7582,Мерседес-Бенц,202404,7318239.519997222,-100.0,199311
7583,Лада Самара,202311,374751.12047410925,57.0,167194
7584,Мерседес-Бенц,202405,3563825.1322598676,0.0,180605
7585,Lada,202301,693969.6807043301,49.0,146956
7586,Лада Самара,202409,292565.1622166326,14.0,121326
7587,Жигули,202305,254779.2195475066,17.0,128123
7588,Lada,202309,937639.7058783146,49.0,107288
7589,Киа,202409,2832155.5862910664,39.0,157456
7590,Киа,202401,1627763.3517199985,9.0,182057
7591,Киа,202306,2514900.894835283,7.0,143991
7592,Киа,202408,2808241.474497538,8.0,167435
7593,Киа,202412,1572528.8371835547,0.0,131568
7594,Жигули,202401,457877.7523806298,7.0,143649
7595,Лада Самара,202410,450797.6037975539,10.0,120996
7596,Жигули,202308,395512.57702326257,-100.0,120990
7597,Lada,202305,987329.6828733818,35.0,130144
7598,Киа,202410,2608430.202800192,15.0,166099
7599,Киа,202410,2887416.121923746,32.0,144740
7600,Киа,202403,2732458.617473979,23.0,148219
7601,Киа,202410,3172817.0575944935,19.0,116319
7602,Жигули,202301,311859.4220166126,21.0,124333
7603,Лада Самара,202404,286724.4694911744,4.0,134777
7604,Жигули,202304,475849.5841332281,91.0,119312
7605,Lada,202308,655217.9837615095,20.0,109509
7606,Киа,202405,2250908.030676672,5.0,140321
7607,Lada,202401,1032740.7269777773,18.0,142604
7608,Жигули,202410,817147.477354853,67.0,105218
7609,Киа,202303,2169996.0391754056,19.0,116530
7610,Киа,202403,1612274.9457829834,11.0,164803
7611,Киа,202309,1977747.662936213,0.0,141050
7612,Жигули,202409,402205.94868875045,13.0,141582
7613,Жигули,202311,365637.93358420336,5.0,116000
7614,Лада Самара,202501,439860.57125336694,25.0,128198
7615,Мерседес-Бенц,202309,5641418.379353648,24.0,169281
7616,Киа,202307,1664014.31151098,3.0,185627
7617,Lada,202408,575829.9757094367,74.0,137718
7618,Жигули,202303,393426.89650756615,13.0,114033
7619,Киа,202401,2120434.868787817,3.0,136166
7620,Жигули,202402,548867.4093343966,66.0,156206
7621,Киа,202403,2449739.655557471,49.0,155803
7622,Лада Самара,202306,465435.3893881463,,151270
7623,Киа,202301,2443831.2897621533,30.0,158900
7624,Жигули,202312,488207.0104377028,39.0,141247
7625,Lada,202411,668168.8183409367,0.0,125809
7626,Lada,202410,908388.921220955,2.0,132410
7627,Жигули,202303,374466.35316691996,16.0,119239
7628,Мерседес-Бенц,202303,5683954.332232753,21.0,234121
7629,Мерседес-Бенц,202412,4505958.529062157,30.0,219690
7630,Жигули,202406,378793.4663474565,18.0,145429
7631,Киа,202312,2446846.846501433,10.0,148116
7632,Мерседес-Бенц,202306,5472088.269826985,-100.0,186098
7633,Лада Самара,202404,394855.7734118905,24.0,144689
7634,Мерседес-Бенц,202406,7973161.2959545,27.0,214287
7635,Киа,202501,3444760.6720232237,5.0,140497
7636,Мерседес-Бенц,202406,4995791.036039092,63.0,185160
7637,Мерседес-Бенц,202303,8602430.786333838,8.0,213075
7638,Жигули,202302,320390.9054932137,12.0,96946
7639,Киа,202407,2477795.204230981,36.0,148343
7640,Lada,202304,577394.3632373933,67.0,151749
7641,Лада Самара,202308,397213.550047023,43.0,136257
7642,Киа,202304,1208303.8590529999,17.0,133657
7643,Жигули,202409,502536.4644168626,23.0,121256
7644,Киа,202303,3102419.106124367,14.0,146991
7645,Жигули,202402,316165.9466499024,30.0,160814
7646,Жигули,202402,457314.0743268244,13.0,151504
7647,Жигули,202302,572273.2833316283,91.0,130664
7648,Киа,202307,2626748.573643068,80.0,162345
7649,Lada,202311,721094.84789252,22.0,123081
7650,Мерседес-Бенц,202312,4586129.552266526,34.0,186250
7651,Лада Самара,202308,417254.7286794191,41.0,135290
7652,Киа,202308,1858331.8255406623,14.0,154000
7653,Lada,202306,1295702.6674997984,54.0,143528
7654,Киа,202407,2733282.6730216034,5.0,136115
7655,Мерседес-Бенц,202409,7503355.757139177,0.0,204592
7656,Киа,202309,1570850.8565632307,7.0,129195
7657,Киа,202412,1981737.8476636752,10.0,143894
7658,Жигули,202409,328956.68312126875,45.0,128062
7659,Киа,202409,2127658.5953565305,12.0,121247
7660,Киа,202410,2660554.314938314,12.0,137988
7661,Лада Самара,202305,282416.35237519426,0.0,124450
7662,Лада Самара,202402,454111.42820807936,36.0,134481
7663,Киа,202403,2673125.6854474894,13.0,134870
7664,Жигули,202311,353082.7867372892,22.0,108299
7665,Киа,202307,3375580.755037311,83.0,159320
7666,Lada,202402,886458.2279497754,74.0,118139
7667,Лада Самара,202405,589545.4028077187,32.0,128331
7668,Lada,202306,896899.6098364827,13.0,140161
7669,Жигули,202302,350661.5591217402,1.0,113641
7670,Киа,202308,2474044.3066936466,2.0,143882
7671,Мерседес-Бенц,202410,6231788.139009887,98.0,226890
7672,Lada,202411,1092220.6134118051,68.0,125323
7673,Киа,202306,1760389.2574051104,15.0,139693
7674,Жигули,202412,525852.211640511,28.0,123191
7675,Лада Самара,202501,424170.10297657544,4.0,123030
7676,Киа,202403,1898076.1215737732,27.0,148345
7677,Lada,202302,742039.8967306397,9.0,123464
7678,Лада Самара,202401,350866.22204627324,31.0,128272
7679,Lada,202411,370169.5903827816,40.0,145428
7680,Lada,202402,939533.5528380875,21.0,126983
7681,Мерседес-Бенц,202402,5506899.432824698,42.0,223419
7682,Жигули,202309,261733.71368951706,9.0,131081
7683,Мерседес-Бенц,202501,4132989.6084421626,1.0,176829
7684,Лада Самара,202407,351965.5850384887,15.0,145407
7685,Жигули,202308,468076.87049059436,18.0,104420
7686,Киа,202311,2257450.1702541197,9.0,119093
7687,Жигули,202404,218667.00868616079,2.0,131658
7688,Мерседес-Бенц,202310,4458791.625759044,0.0,194323
7689,Жигули,202304,379472.1887053907,30.0,119709
7690,Лада Самара,202405,365215.06128041435,7.0,137141
7691,Lada,202403,895964.1283534018,0.0,113177
7692,Жигули,202311,276219.6332632718,7.0,117309
7693,Lada,202310,1574660.8910619072,52.0,151442
7694,Жигули,202408,498291.49946645723,51.0,149281
7695,Жигули,202310,308902.966205566,23.0,122665
7696,Лада Самара,202403,508461.4102303631,33.0,153038
7697,Лада Самара,202410,653330.9333854724,18.0,126326
7698,Киа,202312,1878531.5108262184,38.0,169516
7699,Mercedes,202311,6879869.771157203,1.0,217348
7700,Киа,202404,1859470.3359411887,5.0,149008
7701,Киа,202308,2736324.8756170673,13.0,148440
7702,Мерседес-Бенц,202305,5411327.998451524,55.0,185680
7703,Lada,202310,808591.2739285716,27.0,123317
7704,Киа,202408,1971230.518655721,,157270
7705,Мерседес-Бенц,202312,6136841.84387618,13.0,186876
7706,Киа,202308,1808994.3918651377,2.0,154448
7707,Киа,202406,2906166.794288643,37.0,133840
7708,Киа,202405,1776111.5271677168,18.0,135613
7709,Киа,202309,1915292.2111502483,52.0,158349
7710,Мерседес-Бенц,202402,6167439.926824294,44.0,223442
7711,Лада Самара,202405,523300.5291258828,19.0,157629
7712,Киа,202410,2501716.599255474,56.0,147125
7713,Лада Самара,202406,760613.3700488904,21.0,148475
7714,Киа,202302,2112961.828765676,35.0,146846
7715,Мерседес-Бенц,202305,3666929.7687635464,15.0,244042
7716,Киа,202307,2472269.561854079,13.0,136881
7717,Мерседес-Бенц,202402,5064501.394072393,3.0,197689
7718,Жигули,202310,493900.1620517791,11.0,111053
7719,Лада Самара,202405,397228.4773646621,3.0,141283
7720,Киа,202302,2265619.899073131,1.0,155145
7721,Жигули,202408,335600.47140377184,32.0,143261
7722,Лада Самара,202405,442947.56996024697,14.0,155649
7723,Киа,202305,2834225.4838825227,6.0,147233
7724,Киа,202408,2367009.0287167854,15.0,136554
7725,Жигули,202305,431172.91950253065,17.0,145512
7726,Киа,202310,2616223.5074493415,12.0,162407
7727,Мерседес-Бенц,202402,9155984.74234939,1.0,204201
7728,Lada,202404,1304636.4605293872,62.0,130241
7729,Lada,202407,973859.2581808133,0.0,117219
7730,Мерседес-Бенц,202408,5516922.841487326,1.0,202558
7731,Киа,202302,2127227.48239461,3.0,156856
7732,Жигули,202311,469587.7641948743,62.0,138072
7733,Lada,202402,1044437.9367628095,1.0,149669
7734,Жигули,202405,619446.3296475799,76.0,127056
7735,Лада Самара,202402,483106.6751364974,39.0,131427
7736,Мерседес-Бенц,202303,6002493.783086144,24.0,253146
7737,Жигули,202409,472789.8202832671,0.0,114255
7738,Жигули,202309,364757.53719348763,16.0,103679
7739,Lada,202407,436623.92941771494,29.0,127066
7740,Лада Самара,202305,383691.04500550946,38.0,119315
7741,Жигули,202403,321131.63104537193,33.0,122305
7742,Жигули,202404,321658.1817675727,0.0,141653
7743,Киа,202501,1612858.496846556,4.0,161784
7744,Жигули,202302,336711.5595799804,5.0,130724
7745,Жигули,202307,343377.5821247936,25.0,127323
7746,Киа,202408,1632308.518827224,111.0,184233
7747,Lada,202309,686220.571536415,40.0,151359
7748,Лада Самара,202408,344877.0346345393,11.0,145787
7749,Киа,202410,1521090.224756647,102.0,150570
7750,Lada,202307,1034538.8272161672,7.0,111567
7751,Лада Самара,202306,217475.90354569608,0.0,102815
7752,Мерседес-Бенц,202312,5891563.887341429,48.0,191359
7753,Lada,202310,884465.1658999831,46.0,172653
7754,Киа,202410,1849396.3323421753,20.0,137600
7755,Киа,202407,2625209.4696931294,6.0,166323
7756,Жигули,202302,222594.04138787292,29.0,126660
7757,Киа,202308,1921128.7982474458,15.0,164467
7758,Мерседес-Бенц,202311,3221177.99097276,4.0,208424
7759,Жигули,202303,369636.7833181665,15.0,107054
7760,Жигули,202301,478473.88699074974,35.0,140350
7761,Киа,202309,2562470.1636167183,47.0,176049
7762,Лада Самара,202412,323318.3695537404,32.0,146430
7763,Lada,202303,1172945.5326134097,4.0,145204
7764,Киа,202407,2019130.6279624088,30.0,159183
7765,Киа,202302,2090276.0965351756,31.0,148127
7766,Киа,202501,2262979.6110362005,21.0,162305
7767,Киа,202405,3912315.915378066,34.0,156895
7768,Жигули,202311,412884.16419637605,4.0,112287
7769,Жигули,202307,290804.0140241286,24.0,128897
7770,Лада Самара,202402,490377.7306379085,19.0,146943
7771,Лада Самара,202401,373351.8075447194,32.0,137848
7772,Лада Самара,202409,447602.0595169399,36.0,140213
7773,Лада Самара,202304,384095.49196637655,12.0,127787
7774,Киа,202407,2142912.8399648597,7.0,147456
7775,Киа,202402,2598379.5779289133,4.0,140001
7776,Жигули,202403,373671.8066454248,124.0,112606
7777,Мерседес-Бенц,202411,5424711.4987932155,52.0,188256
7778,Киа,202411,2761300.471884001,14.0,154927
7779,Лада Самара,202407,492373.2962154821,-100.0,148935
7780,Мерседес-Бенц,202408,7465279.923840366,10.0,208903
7781,Мерседес-Бенц,202307,8283588.92595158,20.0,228236
7782,Лада Самара,202309,530794.8666963704,2.0,130647
7783,Lada,202403,1075797.0025025103,49.0,146199
7784,Киа,202501,1916935.655475153,33.0,162296
7785,Мерседес-Бенц,202406,5988919.332789797,43.0,206820
7786,Киа,202501,1319657.755654449,5.0,121138
7787,Жигули,202410,296565.87498620496,2.0,122500
7788,Lada,202301,778575.8863179282,25.0,124790
7789,Киа,202306,2080397.290746073,11.0,144373
7790,Мерседес-Бенц,202302,6235160.712021493,74.0,248943
7791,Lada,202401,657504.4436157782,2.0,138117
7792,Lada,202308,835136.357673662,6.0,126199
7793,Лада Самара,202302,605272.8248253454,13.0,141511
7794,Лада Самара,202303,396419.066742589,3.0,129186
7795,Мерседес-Бенц,202403,6819945.881705644,4.0,185792
7796,Киа,202401,2544420.3351805243,69.0,144385
7797,Киа,202310,3196093.681401722,23.0,163933
7798,Lada,202312,838934.2330850885,8.0,137118
7799,Мерседес-Бенц,202407,4359567.247025516,9.0,179784
7800,Lada,202404,824828.3746901265,3.0,138368
7801,Жигули,202307,422928.51559907006,6.0,116561
7802,Киа,202307,1770713.4149989907,12.0,145955
7803,Мерседес-Бенц,202302,6927484.331058323,0.0,213042
7804,Lada,202410,1017062.1725121606,1.0,141138
7805,Киа,202401,1530132.5774453385,5.0,150327
7806,Lada,202305,707655.4819262499,5.0,142474
7807,Киа,202303,1647359.8105593482,70.0,151140
7808,Жигули,202403,434360.86905202596,44.0,116377
7809,Жигули,202312,318049.85276370816,12.0,98275
7810,Киа,202409,1866745.072396476,6.0,162971
7811,Киа,202408,1678001.392346702,16.0,166096
7812,Мерседес-Бенц,202402,5913817.233283188,60.0,236199
7813,Киа,202303,2136051.4968469604,13.0,139057
7814,Жигули,202404,288248.98431676655,41.0,121325
7815,Lada,202308,1026230.6992728426,25.0,118049
7816,Киа,202411,2349669.142632542,75.0,162256
7817,Lada,202307,775111.3001034908,37.0,135383
7818,Мерседес-Бенц,202403,5779958.291643135,16.0,205582
7819,Киа,202309,2906313.8304535216,64.0,186140
7820,Lada,202302,1265476.6312759633,30.0,139816
7821,Мерседес-Бенц,202312,7663804.596945194,29.0,242469
7822,Жигули,202302,355311.19134503684,14.0,127187
7823,Lada,202410,652659.4413491865,66.0,142421
7824,Жигули,202310,324243.14785975224,3.0,102700
7825,Лада Самара,202410,384372.56771204696,26.0,125089
7826,Киа,202303,1830061.0208227467,38.0,135616
7827,Мерседес-Бенц,202408,5357773.94809563,72.0,215473
7828,Жигули,202311,310500.8502095658,,96327
7829,Лада Самара,202303,498442.25687071204,39.0,167312
7830,Киа,202405,1790560.0277133775,52.0,157366
7831,Киа,202302,2451664.3676031525,19.0,132929
7832,Киа,202305,2946724.102221293,3.0,144221
7833,Lada,202402,1019514.0175060409,-100.0,160035
7834,Мерседес-Бенц,202412,6378623.742480721,3.0,200527
7835,Лада Самара,202501,388967.99667620624,0.0,117661
7836,Lada,202311,834035.100043673,2.0,136102
7837,Киа,202301,1348621.532381154,90.0,151345
7838,Мерседес-Бенц,202403,5907226.249481817,8.0,209998
7839,Жигули,202402,468585.29551738675,8.0,115596
7840,Киа,202302,1861237.0495553543,1.0,146050
7841,Лада Самара,202408,452706.3094351701,3.0,135070
7842,Лада Самара,202306,373438.1346751639,0.0,133419
7843,Lada,202501,792880.1536538635,4.0,145858
7844,Лада Самара,202403,387288.2101656164,-100.0,116334
7845,Киа,202305,1913900.513518346,11.0,135666
7846,Жигули,202312,269488.39706339483,24.0,111507
7847,Мерседес-Бенц,202411,4668969.140417319,6.0,251671
7848,Жигули,202303,412804.45943215746,18.0,108743
7849,Lada,202410,1017295.3791009792,59.0,147301
7850,Киа,202303,3451747.840548364,20.0,140431
7851,Lada,202306,974200.447989758,78.0,136587
7852,Мерседес-Бенц,202409,4404728.476958506,74.0,209203
7853,Киа,202305,1850249.6680009076,8.0,120029
7854,Киа,202406,1928210.603443853,10.0,172141
7855,Lada,202407,673120.7211491759,0.0,135576
7856,Жигули,202403,389235.96728859073,25.0,125990
7857,Мерседес-Бенц,202309,4461761.172990163,3.0,218722
7858,Lada,202410,1196307.3702285048,28.0,121662
7859,Жигули,202405,267205.6961761429,12.0,107756
7860,Киа,202302,2694946.490893237,37.0,152992
7861,Лада Самара,202411,447508.7597398098,28.0,141896
7862,Киа,202311,1695124.8071939256,41.0,129595
7863,Киа,202303,2580201.7422225736,13.0,172431
7864,Киа,202304,2161480.8593829917,4.0,164784
7865,Лада Самара,202401,464563.528839222,29.0,125296
7866,Мерседес-Бенц,202411,4041332.212299872,36.0,221683
7867,Lada,202301,611072.5689325823,13.0,131833
7868,Жигули,202304,308778.62865255924,12.0,115258
7869,Жигули,202407,248894.9888475494,23.0,121228
7870,Lada,202305,983853.5732760832,34.0,119432
7871,Lada,202403,710405.1991302534,16.0,141732
7872,Жигули,202409,502644.62153728824,5.0,129158
7873,Жигули,202406,322859.04049210803,14.0,128309
7874,Жигули,202301,295841.82812759915,-100.0,141189
7875,Мерседес-Бенц,202302,7198510.366639646,56.0,191358
7876,Киа,202501,1635629.4886511653,83.0,162245
7877,Lada,202303,643889.0240592585,37.0,168552
7878,Mercedes,202302,5014117.5040091565,10.0,264507
7879,Жигули,202407,520189.71762964956,27.0,139314
7880,Киа,202501,1421923.8814826761,3.0,155819
7881,Lada,202304,502634.8496534345,18.0,136464
7882,Киа,202408,1662574.4978538754,21.0,154767
7883,Lada,202407,1028233.6650907795,34.0,138219
7884,Lada,202404,1190144.6740802245,23.0,147870
7885,Lada,202302,670331.103379736,35.0,150153
7886,Мерседес-Бенц,202405,7596588.815319595,3.0,177548
7887,Жигули,202309,237374.66901609782,17.0,110950
7888,Мерседес-Бенц,202301,3459206.4460102124,24.0,187545
7889,Киа,202501,1908833.5635669697,43.0,145940
7890,Киа,202401,1652086.7985556314,7.0,148055
7891,Киа,202403,2393181.6528822687,6.0,153059
7892,Жигули,202406,328949.46346785536,13.0,127269
7893,Жигули,202410,407433.9379246178,66.0,133896
7894,Lada,202404,991074.3158648063,25.0,139202
7895,Lada,202410,1164083.8236517585,23.0,134666
7896,Киа,202311,1824658.296132237,7.0,137259
7897,Lada,202304,598112.473192241,11.0,127449
7898,Жигули,202406,315346.51284992864,48.0,116924
7899,Жигули,202310,354005.93068984733,22.0,131814
7900,Мерседес-Бенц,202410,4067499.908031022,1.0,208155
7901,Мерседес-Бенц,202501,8186523.50879829,6.0,208850
7902,Киа,202401,1673559.2918204316,29.0,160096
7903,Mercedes,202403,8194499.638366202,42.0,226716
7904,Жигули,202306,243659.41699796435,17.0,114473
7905,Киа,202409,2648691.8766007223,21.0,128218
7906,Киа,202401,1959617.7546548797,2.0,140168
7907,Киа,202309,2050185.0972097032,33.0,130434
7908,Жигули,202406,436246.3301363652,16.0,124629
7909,Лада Самара,202408,430773.3465307162,48.0,123058
7910,Киа,202302,2018495.7875499066,11.0,147339
7911,Киа,202411,2213622.577480953,10.0,146719
7912,Лада Самара,202405,702594.0985627773,21.0,108578
7913,Мерседес-Бенц,202406,6791126.794528827,2.0,164907
7914,Киа,202310,2586130.769157824,2.0,156333
7915,Lada,202312,927538.5801527526,76.0,138829
7916,Жигули,202406,577289.3451405179,34.0,141421
7917,Лада Самара,202407,418695.6243080313,19.0,141798
7918,Lada,202307,1027208.8551633338,40.0,130077
7919,Киа,202411,1995234.5009725506,3.0,120202
7920,Lada,202312,962299.307760993,4.0,144054
7921,Лада Самара,202305,655862.8963427059,43.0,157618
7922,Lada,202306,802756.9217312733,27.0,111492
7923,Лада Самара,202402,408950.63362582057,14.0,136151
7924,Lada,202303,599755.5415266542,16.0,132124
7925,Лада Самара,202407,376496.19866019144,15.0,107921
7926,Lada,202312,1098283.2255923017,39.0,120839
7927,Лада Самара,202407,316939.42127749306,42.0,140757
7928,Киа,202411,3046836.2028814135,0.0,164230
7929,Лада Самара,202405,292410.77114027756,2.0,131377
7930,Лада Самара,202403,398595.23634494847,3.0,132096
7931,Киа,202305,1570110.657428206,106.0,152109
7932,Lada,202308,1190153.1305946282,46.0,146521
7933,Лада Самара,202306,488926.85118868214,20.0,128822
7934,Lada,202401,1030663.4207839194,4.0,136309
7935,Мерседес-Бенц,202404,8441608.181269363,16.0,242783
7936,Мерседес-Бенц,202409,6699720.163885216,12.0,184455
7937,Lada,202303,1053248.2926214947,21.0,138112
7938,Lada,202403,1145282.9742728425,56.0,134585
7939,Lada,202403,1017908.9355954237,49.0,132303
7940,Lada,202312,897768.4496020367,69.0,131664
7941,Lada,202310,1407432.4042347714,14.0,134513
7942,Жигули,202406,446470.1013356334,14.0,119658
7943,Жигули,202304,538352.3419350965,33.0,116370
7944,Мерседес-Бенц,202407,6189749.937508783,26.0,218837
7945,Киа,202401,1890470.358740638,16.0,145709
7946,Жигули,202310,475836.9544092957,64.0,116634
7947,Киа,202408,1891258.4088260238,25.0,140196
7948,Жигули,202405,564469.3997169018,3.0,128256
7949,Мерседес-Бенц,202305,3181097.372079224,4.0,173297
7950,Лада Самара,202409,436651.77949087997,4.0,134948
7951,Лада Самара,202411,356182.2604054212,,142581
7952,Жигули,202406,400383.2562108417,35.0,96735
7953,Жигули,202310,420803.3746113475,24.0,112812
7954,Lada,202311,902174.9111389172,27.0,150080
7955,Жигули,202305,405423.0957156251,101.0,152123
7956,Лада Самара,202411,302920.8060106929,60.0,126032
7957,Киа,202409,1673899.8128871243,18.0,138011
7958,Жигули,202301,305815.17864537274,64.0,114617
7959,Жигули,202404,343547.4544435239,20.0,129199
7960,Жигули,202401,261577.72749957698,23.0,122777
7961,Киа,202306,2819241.354209619,20.0,154951
7962,Лада Самара,202402,464667.80862499255,16.0,145874
7963,Лада Самара,202402,519315.2539166804,77.0,161300
7964,Киа,202305,3050675.312741427,1.0,120074
7965,Lada,202412,912111.7053909461,52.0,146562
7966,Лада Самара,202404,406660.54255020607,56.0,153034
7967,Киа,202404,1475867.6763578001,18.0,160141
7968,Жигули,202312,300806.7783493627,49.0,118380
7969,Мерседес-Бенц,202501,4440797.826369701,4.0,227573
7970,Киа,202403,1632757.8887258156,2.0,139978
7971,Lada,202309,825412.346937575,84.0,141011
7972,Жигули,202312,571781.3469504596,9.0,107901
7973,Жигули,202411,263344.1198332179,24.0,119636
7974,Жигули,202406,301927.29509397474,26.0,138466
7975,Киа,202306,1302855.0962178276,2.0,162498
7976,Мерседес-Бенц,202401,6167420.591289281,14.0,217658
7977,Лада Самара,202310,347826.0425069765,39.0,173493
7978,Жигули,202302,379171.52646298386,22.0,133164
7979,Жигули,202405,492757.6713677502,120.0,119002
7980,Мерседес-Бенц,202308,4901286.7750421995,7.0,209978
7981,Жигули,202404,537189.1959401558,32.0,125321
7982,Жигули,202310,397996.076503453,63.0,115673
7983,Киа,202408,2776909.828650723,14.0,151996
7984,Лада Самара,202403,513474.17694806197,21.0,137392
7985,Киа,202407,2952387.863313153,35.0,168917
7986,Lada,202401,599191.4069808342,10.0,152567
7987,Lada,202409,674455.5888955906,71.0,121093
